LocationID;LocationType;Date;tre200dx
20468;1;202309270000;22.2
20469;1;202309270000;21.9
20470;1;202309270000;22.1
20471;1;202309270000;20.4
20472;1;202309270000;20.4
20473;1;202309270000;22.2
20474;1;202309270000;21.4
20475;1;202309270000;19.1
20476;1;202309270000;21.4
20477;1;202309270000;21.0
20585;1;202309270000;17.0
20627;1;202309270000;21.1
20628;1;202309270000;20.3
20629;1;202309270000;21.1
20632;1;202309270000;18.8
20633;1;202309270000;20.8
20634;1;202309270000;21.0
20635;1;202309270000;21.9
20636;1;202309270000;16.9
20805;1;202309270000;15.7
1;1;202309280000;16.5
2;1;202309280000;24.5
3;1;202309280000;21.8
4;1;202309280000;24.4
6;1;202309280000;25.1
7;1;202309280000;24.0
8;1;202309280000;21.5
9;1;202309280000;22.0
10;1;202309280000;18.7
11;1;202309280000;21.8
13;1;202309280000;21.4
14;1;202309280000;23.6
15;1;202309280000;21.1
17;1;202309280000;23.7
18;1;202309280000;24.8
19;1;202309280000;19.2
20;1;202309280000;20.1
22;1;202309280000;24.4
23;1;202309280000;15.4
24;1;202309280000;18.7
25;1;202309280000;19.5
26;1;202309280000;19.5
27;1;202309280000;24.8
28;1;202309280000;21.3
29;1;202309280000;19.7
30;1;202309280000;22.6
31;1;202309280000;18.4
32;1;202309280000;23.7
33;1;202309280000;4.7
34;1;202309280000;24.5
35;1;202309280000;11.1
36;1;202309280000;24.4
37;1;202309280000;23.0
38;1;202309280000;16.6
39;1;202309280000;24.4
40;1;202309280000;20.7
41;1;202309280000;19.8
42;1;202309280000;17.9
43;1;202309280000;15.1
44;1;202309280000;22.9
45;1;202309280000;22.7
46;1;202309280000;22.3
47;1;202309280000;24.1
48;1;202309280000;19.1
49;1;202309280000;25.1
50;1;202309280000;24.6
51;1;202309280000;22.6
52;1;202309280000;24.7
53;1;202309280000;23.0
54;1;202309280000;21.5
56;1;202309280000;21.4
57;1;202309280000;22.9
58;1;202309280000;24.0
59;1;202309280000;24.3
60;1;202309280000;14.9
61;1;202309280000;22.4
62;1;202309280000;12.7
63;1;202309280000;20.5
64;1;202309280000;24.8
65;1;202309280000;22.6
66;1;202309280000;23.8
67;1;202309280000;24.6
68;1;202309280000;23.8
69;1;202309280000;21.8
70;1;202309280000;23.9
71;1;202309280000;24.5
72;1;202309280000;19.5
73;1;202309280000;10.6
74;1;202309280000;5.5
75;1;202309280000;26.1
76;1;202309280000;23.5
77;1;202309280000;20.0
78;1;202309280000;24.1
